214, 33174, 9
215, 33183, 10
215.74, 33193, 18
216.93, 33211, 10
217, 33221, 10
218, 33231, 10
219, 33241, 19
219.6, 33260, 9
21st, 33269, 42
22, 33311, 346
22.2, 33657, 10
22.4, 33667, 10
220, 33677, 70
221, 33747, 9
221.3, 33756, 10
222, 33766, 20
222.855, 33786, 20
224, 33806, 9
225, 33815, 109
225.72, 33924, 9
227, 33933, 9
228, 33942, 10
229, 33952, 9
23, 33961, 352
23.07, 34313, 36
23.2, 34349, 22
23.3, 34371, 9
23.6, 34380, 9
23.8, 34389, 9
230, 34398, 47
230.2, 34445, 10
231, 34455, 10
232, 34465, 70
233, 34535, 18
234, 34553, 20
236, 34573, 20
237, 34593, 20
238, 34613, 20
238.6, 34633, 9
239, 34642, 9
239.6, 34651, 9
24, 34660, 426
24.8, 35086, 9
240, 35095, 38
240.1, 35133, 10
240z, 35143, 10
241, 35153, 9
241.1, 35162, 10
242, 35172, 10
243.5, 35182, 9
244, 35191, 30
244.51, 35221, 9
245, 35230, 18
248.2, 35248, 9
2489.03, 35257, 10
25, 35267, 573
25.2, 35840, 9
25.23, 35849, 9
25.75, 35858, 9
25.8, 35867, 9
25.98, 35876, 9
250, 35885, 215
2517.02, 36100, 10
252, 36110, 9
252.14, 36119, 9
254, 36128, 9
255, 36137, 9
256, 36146, 10
257, 36156, 26
258, 36182, 10
259, 36192, 29
26, 36221, 300
26.5, 36521, 19
26.6, 36540, 20
26.62, 36560, 9
26.8, 36569, 9
260, 36578, 48
260z, 36626, 10
262, 36636, 10
263.65, 36646, 10
264, 36656, 9
264.5, 36665, 9
264.9, 36674, 9
268.6, 36683, 9
269, 36692, 19
27, 36711, 381
27.1, 37092, 9
27.10, 37101, 10
27.12, 37111, 9
27.2, 37120, 10
27.6, 37130, 10
27.7, 37140, 10
27.70, 37150, 10
27.90, 37160, 10
270, 37170, 21
270.83, 37191, 10
272, 37201, 9
273, 37210, 29
274, 37239, 10
275, 37249, 19
278.9, 37268, 10
279, 37278, 20
27th, 37298, 9
28, 37307, 258
28.0, 37565, 9
28.7, 37574, 9
28.77, 37583, 10
28.87, 37593, 9
280, 37602, 30
280z, 37632, 10
280zx, 37642, 10
284.04, 37652, 9
285, 37661, 9
286, 37670, 28
286e, 37698, 9
287, 37707, 9
289, 37716, 10
29, 37726, 198
29.02, 37924, 10
29.1, 37934, 10
29.2, 37944, 19
29.5, 37963, 9
29.97, 37972, 9
290, 37981, 9
292.5, 37990, 9
293.7, 37999, 10
294, 38009, 8
295, 38017, 39
295.7, 38056, 10
295.86, 38066, 10
296, 38076, 45
297.3, 38121, 10
298, 38131, 8
299, 38139, 9
299.2, 38148, 19
29th, 38167, 9
2nd, 38176, 31
3, 38207, 1073
3.02, 39280, 29
3.03, 39309, 9
3.04, 39318, 9
3.1, 39327, 69
3.16, 39396, 10
3.18, 39406, 9
3.19, 39415, 10
3.2, 39425, 43
3.25, 39468, 20
3.3, 39488, 32
3.35, 39520, 10
3.37, 39530, 10
3.4, 39540, 49
3.45, 39589, 10
3.476, 39599, 9
3.49, 39608, 20
3.5, 39628, 69
3.52, 39697, 10
3.54, 39707, 9
3.59, 39716, 9
3.6, 39725, 19
3.605, 39744, 9
3.65, 39753, 8
3.7, 39761, 47
3.70, 39808, 9
3.8, 39817, 9
3.88, 39826, 30
3.89, 39856, 10
3.9, 39866, 9
3.90, 39875, 20
3.91, 39895, 10
